Film_id,Title,Premiere,Runtime,Genres,Language,Type,Description,Age_certification,IMDB_id,IMDB_score,IMDB_votes,TMDB_score,TMDB_votes
tm239947,Mercy,"November 22, 2016",90,"Thriller, Horror",English,MOVIE,"Brought together at their childhood home over their dying mother, an estranged family is thrust into a deadly fight for their own survival.",UNKNOWN,tt5710042,4.2,3476.0,4.2,7.517
tm464351,The Last Thing He Wanted,"February 21, 2020",115,"Drama, Thriller",English,MOVIE,"At the turning point of the Iran-Contra affair, Elena McMahon, a fearless investigative journalist covering the 1984 US presidential campaign, puts herself in danger when she abandons her assigned task in order to fulfill the last wish of her ailing father, a mysterious man whose past activities she barely knows.",r,tt7456312,4.3,15238.0,4.9,12.128
tm217228,Death Note,"August 25, 2017",100,"TV Movie, Crime, Drama, Fantasy, Thriller, Animation",English,MOVIE,"A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror.",nc-17,tt1241317,4.4,84119.0,4.2,22.306
tm814671,Secret Obsession,"July 18, 2019",97,"Drama, Thriller",English,MOVIE,"Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.",UNKNOWN,tt9419834,4.4,21578.0,5.5,18.658
tm494731,Sextuplets,"August 16, 2019",99,Comedy,English,MOVIE,"Father-to-be Alan is shocked to learn that he was born a sextuplet. With his newfound brother Russell riding shotgun, the duo sets out on a hilarious journey to reunite with their remaining long-lost siblings.",UNKNOWN,tt8976710,4.4,8528.0,6.3,27.608
tm990835,The Girl on the Train,"February 26, 2021",120,"Thriller, Mystery, Drama",Hindi,MOVIE,"When a voyeuristic divorcee fixates on the lives of a perfect couple a far, she soon gets embroiled in a murder mystery that unfolds revealing truths about her own life.",UNKNOWN,tt8907992,4.4,14348.0,5.9,16.169
tm1020073,Thunder Force,"April 9, 2021",105,"Action, Adventure, Comedy, Science Fiction",English,MOVIE,"In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.",pg-13,tt10121392,4.4,41508.0,5.7,47.631
tm904862,Just Say Yes,"April 2, 2021",97,"Comedy, Romance",Dutch,MOVIE,Incurable romantic Lotte's life is upended when her plans for a picture-perfect wedding unravel--just as her self-absorbed sister gets engaged.,UNKNOWN,tt12154638,4.5,1968.0,6.533,47.626
tm862830,Seriously Single,"July 31, 2020",107,Comedy,English,MOVIE,"Dineo is the definition of serial monogamist. She dates to fall in love; she falls in love to get married. But she never gets married. She always ends up being dumped. When she meets Lunga Sibiya, he seems to be the man she's waited her whole life for, a man who shares her values when it comes to love and relationships. Or so she thinks - Until she accidentally finds out that the man she was busy planning her forever with, had been planning his forever with someone else. After a messy breakup with Lunga, her commitment-phobic bestie, Noni, helps Dineo face what she dreads most: life as a single woman. Forced to move out of Lunga's apartment, Dineo seeks refuge with Noni. But letting go of another failed relationship is hard for Dineo. Now at her lowest point, Noni encourages Dineo to enjoy the spoils of singledom. Have fun. Meet new people. Become her own person. It's an intimidating notion for Dineo. She hasn't been single in years. But Noni is happy to be her guide. Together, they take the city night life by storm. But love is a difficult thing to avoid: Noni unexpectedly finds herself falling for an unlikely man and Dineo struggles to sidestep the traps of her romantic flaws. This is further complicated when Lunga realises the mistake he's made and declares his undying love to Dineo, wanting her back. Is Dineo strong enough to honour the new version of herself or will her fear of loneliness have her running back into Lunga's arms?",UNKNOWN,tt11010144,4.5,1266.0,7.0,7.403
tm444821,5 Star Christmas,"December 7, 2018",95,Comedy,Italian,MOVIE,"When the Italian Premier and his companion find a dead body in his hotel suite, while on a trip to Hungary, they find themselves embroiled in a series of comedic situations as they try to avoid a scandal.",UNKNOWN,tt8775056,4.6,775.0,4.2,8.805
tm244880,I Am the Pretty Thing That Lives in the House,"October 28, 2016",89,"Drama, Horror, Mystery",English,MOVIE,A young nurse takes care of elderly author who lives in a haunted house.,UNKNOWN,tt5059406,4.6,14580.0,4.4,9.719
tm372035,Paris Is Us,"February 22, 2019",83,Drama,French,MOVIE,"Dreams and reality collide as a young woman navigates a tumultuous relationship amid rising social tensions, protests and tragedies in Paris.",UNKNOWN,tt7920024,4.6,1425.0,4.3,7.113
tm449590,Rattlesnake,"October 25, 2019",85,"Thriller, Drama, Mystery, Horror",English,MOVIE,"After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",UNKNOWN,tt9257484,4.6,8629.0,5.2,14.704
tm912399,We Are One,"July 14, 2020",86,Documentary,French,MOVIE,"Activists around the world fight injustice and drive social change in this documentary that follows their participation in the music video ""Solidarité.""",UNKNOWN,tt12588398,4.6,93.0,5.8,3.168
tm947446,Finding Agnes,"November 30, 2020",105,Drama,Filipino,MOVIE,"On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.",UNKNOWN,tt13328840,4.7,158.0,5.5,1.801
tm285317,IO,"January 18, 2019",95,Drama,English,MOVIE,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.",pg-13,tt3256226,4.7,34180.0,4.9,25.116
tm998726,Sentinelle,"March 5, 2021",80,"Thriller, Action, Drama",French,MOVIE,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",UNKNOWN,tt11734264,4.7,7844.0,5.9,59.784
tm932609,The Binding,"October 2, 2020",93,"Thriller, Horror, Drama",Italian,MOVIE,"While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter.",UNKNOWN,tt10914452,4.7,4203.0,5.4,31.54
tm974366,We Can Be Heroes,"December 25, 2020",100,"Action, Fantasy, Family, Comedy",English,MOVIE,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",pg,tt10600398,4.7,14759.0,6.2,72.986
tm975398,Christmas Crossfire,"December 4, 2020",106,"Comedy, Crime, Thriller",German,MOVIE,"A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman he's just met tries to find him.",UNKNOWN,tt13446424,4.8,1373.0,4.5,6.882
tm275437,Coin Heist,"January 6, 2017",97,"Family, Crime",English,MOVIE,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.",pg,tt5740806,4.8,2743.0,5.4,9.366
tm886214,Mrs. Serial Killer,"May 1, 2020",106,Thriller,Hindi,MOVIE,"When her husband is framed and imprisoned for serial murders, a doting wife must perform a copycat murder, to prove her husband's innocence.",UNKNOWN,tt10230426,4.8,19484.0,6.4,5.325
tm858954,Nobody Sleeps in the Woods Tonight,"October 28, 2020",103,"Horror, Thriller, Comedy",Polish,MOVIE,"Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever.",UNKNOWN,tt11240506,4.8,11603.0,5.0,91.502
tm285329,Take the 10,"January 20, 2017",80,Comedy,English,MOVIE,"A day in the life of two best friends, a drug dealer, and a store manager collide at a hip-hop concert in the Inland Empire.",UNKNOWN,tt5792472,4.8,3159.0,5.2,8.599
tm836674,The Main Event,"April 10, 2020",101,"Family, Comedy",English,MOVIE,"After discovering a magical mask, an 11-year-old aspiring wrestler enters a competition to become the next WWE superstar by using special powers from a magical mask.",UNKNOWN,tt10540242,4.8,2327.0,6.7,15.911
tm214825,The Ridiculous 6,"December 11, 2015",119,"Western, Comedy",English,MOVIE,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",pg-13,tt2479478,4.8,47935.0,5.152,40.711
ts38812,Fearless,"August 14, 2020",89,"Family, Animation, Comedy",English,SHOW,"On a journey from Brazil to the Las Vegas championships, professional bull riders risk it all to earn money, respect and titles.",UNKNOWN,tt9556710,4.9,304.0,8.0,3.34
tm918962,Fearless,"August 14, 2020",89,"Family, Animation, Comedy",English,MOVIE,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,pg,tt8675288,4.9,1735.0,6.2,17.412
tm838705,Holiday Rush,"November 28, 2019",94,"Drama, Comedy, Romance",English,MOVIE,"After his sudden firing, a popular radio DJ moves in with his aunt, bringing along his four spoiled children, and a plan to return to the airwaves.",UNKNOWN,tt10091530,4.9,2723.0,5.6,10.776
tm832903,Airplane Mode,"January 23, 2020",96,"Comedy, Drama, Romance",Portuguese,MOVIE,"Follows the young Ana, who studied fashion design dreaming of becoming a great stylist but dropped everything to become a digital influencer for a famous brand.",UNKNOWN,tt10731748,5.0,2603.0,6.3,11.49
tm420745,How It Ends,"July 13, 2018",113,"Science Fiction, Thriller, Mystery, Action, Adventure",English,MOVIE,A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.,UNKNOWN,tt5246700,5.0,52709.0,5.3,18.214
tm866495,Love Like the Falling Rain,"October 15, 2020",86,"Drama, Romance",Indonesian,MOVIE,"Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident.",UNKNOWN,tt12217814,5.0,205.0,6.2,3.639
tm244638,Rebirth,"July 15, 2016",100,Thriller,English,MOVIE,A man's life is turned inside out after a visit from his college friend leads him into the unexpected.,UNKNOWN,tt4902716,5.0,5290.0,4.7,8.68
tm1000185,Squared Love,"February 11, 2021",102,"Romance, Comedy",Polish,MOVIE,A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.,UNKNOWN,tt13846542,5.0,3158.0,6.1,14.92
tm936236,Cadaver,"October 22, 2020",86,Animation,Norwegian,MOVIE,"In the aftermath of a nuclear disaster, a starving family find hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or the spectacle?",UNKNOWN,tt11284280,5.1,9860.0,5.6,39.028
tm285171,Clinical,"January 13, 2017",104,"Thriller, Horror",English,MOVIE,"A psychiatrist tries to put her life back together after a violent attack by seeking to repair the life of a new patient, but he has his own terrifying history.",UNKNOWN,tt5577742,5.1,8030.0,5.3,8.524
tm814644,Coffee & Kareem,"April 3, 2020",88,"Comedy, Action, Crime",English,MOVIE,"Twelve-year-old Kareem Manning hires a criminal to scare his mom's new boyfriend -police officer James Coffee - but it backfires, forcing Coffee and Kareem to team up in order to save themselves from Detroit's most ruthless drug kingpin.",UNKNOWN,tt9898858,5.1,13535.0,5.5,11.17
