Film_id,Title,Premiere,Runtime,Genres,Language,Type,Description,Age_certification,IMDB_id,IMDB_score,IMDB_votes,TMDB_score,TMDB_votes
tm359714,Christmas Inheritance,"December 15, 2017",104,"Romance, Comedy",English,MOVIE,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.",UNKNOWN,tt7608534,5.7,11720.0,6.3,13.655
tm927926,Dad Wanted,"September 11, 2020",102,Drama,Spanish,MOVIE,What does a thrill-seeker tween girl do when her mom forbids her to enter a BMX race? Cast an actor with nothing to lose to play her approving dad.,UNKNOWN,tt12721188,5.7,1075.0,7.6,8.354
tm359713,El Camino Christmas,"December 8, 2017",89,"Comedy, Crime, Drama",English,MOVIE,"A young man seeking a father he has never met, through no fault of his own, ends up barricaded in a liquor store with five other people on Christmas Eve in the fictitious town of El Camino, NV.",UNKNOWN,tt3255590,5.7,8830.0,5.6,8.462
tm355783,Eli,"October 18, 2019",98,Horror,English,MOVIE,"A boy named Eli with a rare autoimmune disorder is confined to a special experimental clinic for his treatment. He soon begins experiencing supernatural forces, turning the supposedly safe facility into a haunted prison for him and his fellow patients.",r,tt5294518,5.7,35214.0,6.0,31.78
tm935388,Ginny Weds Sunny,"October 9, 2020",125,"Romance, Comedy, Drama, Family",Hindi,MOVIE,"Delhi girl Ginny lives with her matchmaker mother and is set up with Sunny, who has given up on the idea of love. He just wants to get married and settle down. But, the match is not that simple. As Ginny meets Sunny, there’s a lot more that comes to the fore than previously imagined in this tale of love, life, weddings and music.",UNKNOWN,tt10543680,5.7,4776.0,6.3,3.782
tm474548,Good Sam,"May 16, 2019",89,"Romance, Drama, Comedy",English,MOVIE,A news reporter looks into who has been anonymously leaving large cash gifts on random doorsteps in New York.,pg,tt9032888,5.7,2951.0,6.0,8.029
tm431081,Lionheart,"January 4, 2019",94,Action,English,MOVIE,"In order to save her father's ailing bus company, competent but perennially overlooked Adaeze must find a way to work alongside feckless uncle Godswill.",UNKNOWN,tt7707314,5.7,1458.0,6.0,2.971
tm260272,Little Evil,"September 1, 2017",94,"Comedy, Horror",English,MOVIE,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",UNKNOWN,tt2937366,5.7,21421.0,5.6,8.528
tm515157,Point Blank,"July 12, 2019",86,"Action, Thriller",English,MOVIE,A top spy must clear his name when he faces military sanctions.,nc-17,tt2499472,5.7,14324.0,6.1,12.985
tm983722,Prime Time,"April 14, 2021",91,"Crime, Drama, Thriller",Polish,MOVIE,"On the last day of 1999, 20-year-old Sebastian locks himself in a TV studio. He has two hostages, a gun, and an important message for the world. The story of the attack explores a rebel’s extreme measures and last resort.",r,tt11460976,5.7,1796.0,5.1,19.187
tm239707,The Do-Over,"May 27, 2016",108,"Action, Adventure, Comedy",English,MOVIE,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,pg-13,tt4769836,5.7,46260.0,5.672,11.466
tm438994,The Holiday Calendar,"November 2, 2018",95,"Romance, Comedy, Family",English,MOVIE,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,UNKNOWN,tt8262802,5.7,10060.0,6.7,11.41
tm416779,The Woman in the Window,"May 14, 2021",100,"Drama, Crime, Mystery, Thriller",English,MOVIE,An agoraphobic woman living alone in New York begins spying on her new neighbors only to witness a disturbing act of violence.,r,tt6111574,5.7,72490.0,6.1,23.639
tm886464,The Wrong Missy,"May 13, 2020",90,"Comedy, Romance",English,MOVIE,"A guy meets the woman of his dreams and invites her to his company's corporate retreat, but realizes he sent the invite to the wrong person.",r,tt9619798,5.7,39237.0,6.2,31.686
tm332071,Velvet Buzzsaw,"February 1, 2019",112,"Thriller, Mystery, Horror",English,MOVIE,"Big money artists and mega-collectors pay a high price when art collides with commerce. After a series of paintings by an unknown artist are discovered, a supernatural force enacts revenge on those who have allowed their greed to get in the way of art.",r,tt7043012,5.7,60629.0,5.3,16.079
tm992260,Yes Day,"March 12, 2021",86,"Comedy, Family",English,MOVIE,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,pg,tt8521876,5.7,23625.0,6.9,32.951
tm461427,15 August,"March 29, 2019",124,"Comedy, Romance",Marathi,MOVIE,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.",UNKNOWN,tt9817300,5.8,273.0,7.0,2.559
tm960414,A California Christmas,"December 14, 2020",107,"Comedy, Romance, Drama",English,MOVIE,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",pg-13,tt13055780,5.8,9831.0,6.4,11.246
tm355724,A Christmas Prince,"November 17, 2017",92,"Romance, TV Movie",English,MOVIE,"When a reporter goes undercover as a nanny to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",pg,tt7608418,5.8,19514.0,6.6,10.442
tm880059,All Day and a Night,"May 1, 2020",121,Drama,English,MOVIE,A young man who committed a homicide deals with the repercussions of his action.,r,tt3993886,5.8,3752.0,6.2,7.586
tm826368,American Son,"November 1, 2019",90,Drama,English,MOVIE,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,UNKNOWN,tt9664078,5.8,7004.0,6.1,7.334
tm245378,Barry,"December 16, 2016",104,Drama,English,MOVIE,A biopic of Barack Obama set during his time as a college student in New York City.,UNKNOWN,tt5477566,5.8,7212.0,5.8,5.957
tm411503,Candy Jar,"April 27, 2018",92,Comedy,English,MOVIE,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,pg-13,tt6744044,5.8,5048.0,6.2,11.51
tm893874,Choked: Paisa Bolta Hai,"June 5, 2020",114,"Drama, Crime, Thriller",Hindi,MOVIE,A bank employee weighed down by her jobless husband's debts - and her own broken dreams - finds a secret source of seemingly unlimited cash in her home.,UNKNOWN,tt11651780,5.8,5380.0,6.7,3.885
tm921416,Class of '83,"August 21, 2020",98,"Action, Crime, Drama",Hindi,MOVIE,A hero policeman shunted to a punishment posting as the Dean of the police academy decides to punish the corrupt bureaucracy and its criminal allies in return by training five lethal assassin policemen.,UNKNOWN,tt10230422,5.8,5628.0,5.8,3.481
tm310706,Extinction,"July 27, 2018",95,"Action, Drama, Science Fiction, Thriller",English,MOVIE,"A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",r,tt3201640,5.8,52635.0,6.009,28.029
tm404690,Happy Anniversary,"March 30, 2018",78,"Romance, Comedy",English,MOVIE,A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.,UNKNOWN,tt6423886,5.8,4265.0,5.8,6.921
tm1036270,I Am All Girls,"May 14, 2021",107,"Crime, Drama, Mystery, Thriller",English,MOVIE,A special crimes investigator forms an unlikely bond with a serial killer to bring down a global child sex trafficking syndicate.,UNKNOWN,tt9013182,5.8,5917.0,6.6,43.887
tm120072,Let It Snow,"November 8, 2019",92,"Romance, Comedy",English,MOVIE,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.",pg-13,tt1950235,5.8,21828.0,6.101,14.599
tm243121,Mascots,"October 13, 2016",95,Comedy,English,MOVIE,Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot.,UNKNOWN,tt4936176,5.8,7430.0,5.4,8.794
tm943718,Operation Christmas Drop,"November 5, 2020",96,"Comedy, Family, Romance, TV Movie",English,MOVIE,"While gathering evidence to support closing a tropical U.S. Air Force base, a congressional aide warms to its generous captain.",UNKNOWN,tt13236566,5.8,11444.0,6.5,8.102
tm431928,Rajma Chawal,"November 30, 2018",118,"Comedy, Drama, Family",Hindi,MOVIE,"A father attempts to reconnect with his estranged son through social media, a new world for him.",UNKNOWN,tt6747420,5.8,1853.0,6.5,3.305
tm884581,Rich in Love,"April 30, 2020",105,"Comedy, Romance",Portuguese,MOVIE,"Working incognito at his rich dad's company to test his own merits, Teto falls for Paula and tells her he grew up poor, a lie that spins out of control.",UNKNOWN,tt10329566,5.8,2687.0,7.8,15.16
tm863890,Rising High,"April 17, 2020",94,"Comedy, Drama",German,MOVIE,"Charting the rise and fall of three corrupt real estate agents who accumulate absurd wealth in no time but fall into a vortex of fraud, greed and drugs.",UNKNOWN,tt9806336,5.8,5029.0,6.7,10.793
tm319477,Rodney King,"April 28, 2017",52,"Drama, Crime, Documentary",English,MOVIE,"25 years ago, four LAPD officers were acquitted in a state court for beating King, sparking three days of rioting that left 53 people dead. Now, around the anniversary, this Spike Lee-produced one-man show (Roger Guenver Smith) will be streaming on Netflix. A complex, semi-tragic figure, King drowned in 2012. His life was rarely smooth, or simple – its telling makes for a sober, moving watch.",UNKNOWN,tt5601910,5.8,606.0,5.2,3.055
tm420797,Sierra Burgess Is a Loser,"September 7, 2018",105,"Comedy, Drama, Romance",English,MOVIE,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,pg-13,tt3120280,5.8,38841.0,6.3,14.072
tm311898,Small Crimes,"April 28, 2017",95,"Drama, Comedy, Thriller, Crime",English,MOVIE,"A disgraced former cop, fresh off a six-year prison sentence for attempted murder, returns home looking for redemption but winds up trapped in the mess he left behind.",UNKNOWN,tt6158968,5.8,8109.0,5.4,9.738
tm238661,Special Correspondents,"April 29, 2016",100,Comedy,English,MOVIE,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,pg-13,tt4181052,5.8,24129.0,5.7,10.794
tm426274,The After Party,"August 24, 2018",89,"Comedy, Music",English,MOVIE,"When an aspiring rapper goes viral for the wrong reasons, he thinks his career is sunk. But a wild party gives him one more chance to make it right.",UNKNOWN,tt7395452,5.8,4405.0,6.2,10.276
tm922788,The Babysitter: Killer Queen,"September 10, 2020",102,"Comedy, Horror",English,MOVIE,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.",r,tt11024272,5.8,38684.0,6.4,83.924
tm910612,The Claus Family,"December 7, 2020",96,"Family, Fantasy",Dutch,MOVIE,"After discovering his grandfather is Santa Claus, Jules has to help him deliver his presents all around the world. But Jules' hatred for Christmas might make that more difficult than Santa thought.",UNKNOWN,tt12459520,5.8,2022.0,5.7,6.659
tm483997,The Kissing Booth 2,"July 24, 2020",131,"Comedy, Romance",English,MOVIE,"In the sequel to 2018's THE KISSING BOOTH, high school senior Elle juggles a long-distance relationship with her dreamy boyfriend Noah, college applications, and a new friendship with a handsome classmate that could change everything.",UNKNOWN,tt9784456,5.8,31123.0,7.793,57.949
tm464557,The Perfect Date,"April 12, 2019",89,"Romance, Comedy",English,MOVIE,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",pg-13,tt8201170,5.8,38796.0,6.5,51.174
tm946604,What We Wanted,"November 11, 2020",93,Drama,German,MOVIE,Alice and Niklas are a young couple who's biggest wish is to have a child of their own. After several failed attempts they decide to go on a holiday in Sardinia to clear their minds. There they meet a family from Austria that seems to have everything they ever wished for. But appearances can be deceiving...,UNKNOWN,tt13279528,5.8,1808.0,6.0,4.668
tm937265,You've Got This,"October 2, 2020",111,"Romance, Comedy",Spanish,MOVIE,An ad creative and a successful exec have a great marriage — until he wants to be a dad just as her star is rising. Then he brings someone new home.,UNKNOWN,tt13118012,5.8,1297.0,7.9,9.708
tm371959,6 Balloons,"April 6, 2018",75,Drama,English,MOVIE,"Over the course of one night, a woman drives across LA with her heroin addict brother in search of a detox center, with his two-year-old daughter in tow.",UNKNOWN,tt6142496,5.9,4144.0,6.1,7.664
tm846964,A Fall from Grace,"January 17, 2020",120,"Drama, Thriller, Mystery",English,MOVIE,"When a law-abiding woman gets indicted for murdering her husband, her lawyer soon realizes that a larger conspiracy may be at work.",UNKNOWN,tt11390036,5.9,15341.0,7.091,13.235
tm407295,Amateur,"April 6, 2018",96,Drama,English,MOVIE,14-year-old basketball phenom Terron Forte has to navigate the under-the-table world of amateur athletics when he is recruited to an elite NCAA prep school.,r,tt5580392,5.9,4459.0,6.5,15.455
tm456513,Army of the Dead,"May 21, 2021",148,"Action, Crime, Fantasy",English,MOVIE,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",r,tt0993840,5.9,169348.0,6.3,131.869
tm420348,Cam,"November 16, 2018",94,"Mystery, Thriller, Horror",English,MOVIE,A young camgirl discovers that she’s inexplicably been replaced on her site with an exact replica of herself.,UNKNOWN,tt8361028,5.9,31542.0,5.8,12.204
tm503508,Earthquake Bird,"November 15, 2019",107,"Drama, Mystery, Romance, Thriller",English,MOVIE,"An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.",r,tt8178486,5.9,14519.0,5.9,10.326
tm816593,"Frankenstein's Monster's Monster, Frankenstein","July 16, 2019",32,Comedy,English,MOVIE,"David Harbour delves into the enigmatic history of his legendary acting family, as he examines his father's legacy and role in a made-for-TV play.",UNKNOWN,tt10516390,5.9,2198.0,6.0,4.051
tm881984,Maska,"March 27, 2020",111,Comedy,Hindi,MOVIE,"Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations.",UNKNOWN,tt11953628,5.9,1451.0,6.0,1.752
tm856375,The Decline,"March 27, 2020",83,Thriller,French,MOVIE,"Anticipating a disaster, Antoine, a father, attends a survivalist training given by Alain in his autonomous hideout. In fear of a natural, economic or social crisis, the group trains to face the different possible apocalyptic scenarios. But the disaster they will experience will not be the one they predicted.",r,tt10307440,5.9,8782.0,6.2,7.679
tm982887,The Minimalists: Less Is Now,"January 1, 2021",53,Documentary,English,MOVIE,They've built a movement out of minimalism. Longtime friends Joshua Fields Millburn and Ryan Nicodemus share how our lives can be better with less.,UNKNOWN,tt13583144,5.9,4108.0,6.5,7.565
tm326723,The Polka King,"January 12, 2018",95,Comedy,English,MOVIE,Local Pennsylvania polka legend Jan Lewan develops a plan to get rich that shocks his fans and lands him in jail.,UNKNOWN,tt5539052,5.9,10568.0,5.515,8.066
tm678022,The Prom,"December 11, 2020",132,"Romance, Comedy",English,MOVIE,A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high school girl who wants to take her girlfriend to the prom.,pg-13,tt10161886,5.9,26197.0,6.2,1.596
tm266844,True Memoirs of an International Assassin,"November 11, 2016",98,"Comedy, Action",English,MOVIE,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to nonfiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.",pg-13,tt1542768,5.9,22891.0,5.8,16.152
tm852662,Ultras,"March 20, 2020",108,Drama,Italian,MOVIE,An aging soccer fanatic faces down the reality of his past while struggling to give himself and a young follower very different futures.,UNKNOWN,tt10937434,5.9,4892.0,6.1,6.74
tm366820,Come Sunday,"April 13, 2018",106,Drama,English,MOVIE,Evangelist Carlton Pearson is ostracized by his church for preaching that there is no Hell.,UNKNOWN,tt1690967,6.0,2307.0,5.8,5.725
tm411313,Forgive Us Our Debts,"May 4, 2018",104,Drama,Italian,MOVIE,"Threatened by creditors, a newly unemployed man agrees to work for a debt collector, but soon discovers his deal with the devil has unexpected costs.",UNKNOWN,tt6679412,6.0,1604.0,6.1,5.855
tm300184,iBoy,"January 27, 2017",90,"Action, Science Fiction",English,MOVIE,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",UNKNOWN,tt3171832,6.0,22594.0,6.0,14.284
tm458363,Juanita,"March 8, 2019",90,Drama,English,MOVIE,"Fed up with her deadbeat grown kids and marginal urban existence, Juanita takes a Greyhound bus to Paper Moon, Montana - where she reinvents herself and finds her mojo.",UNKNOWN,tt6155456,6.0,2362.0,5.25,6.815
tm441231,Murder Mystery,"June 14, 2019",97,"Comedy, Mystery, Action",English,MOVIE,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",pg-13,tt1618434,6.0,124599.0,6.2,22.376
tm893480,Project Power,"August 14, 2020",113,"Action, Crime, Science Fiction",English,MOVIE,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.",r,tt7550000,6.0,86407.0,6.5,22.48
tm443615,Rebecca,"October 21, 2020",123,"Mystery, Drama, Thriller, Romance",English,MOVIE,"After a whirlwind romance with a wealthy widower, a naïve bride moves to his family estate but can't escape the haunting shadow of his late wife.",pg-13,tt2235695,6.0,41232.0,6.3,11.042
tm885669,The Christmas Chronicles: Part Two,"November 25, 2020",115,"Family, Fantasy, Adventure, Comedy",English,MOVIE,"Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.",pg,tt11057644,6.0,29538.0,6.6,44.178
tm412623,The Kissing Booth,"May 11, 2018",105,"Romance, Comedy",English,MOVIE,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",UNKNOWN,tt3799232,6.0,82858.0,7.3,77.096
tm441198,The Princess Switch,"November 16, 2018",101,"Romance, Comedy",English,MOVIE,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",pg,tt8954732,6.0,27852.0,7.037,24.268
tm459512,To All the Boys: P.S. I Still Love You,"February 12, 2020",102,"Romance, Comedy",English,MOVIE,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,pg-13,tt9354842,6.0,37471.0,6.898,38.468
tm233294,War Machine,"May 26, 2017",122,"Comedy, Drama, War",English,MOVIE,A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,r,tt4758646,6.0,46276.0,5.552,12.235
tm417553,6 Underground,"December 13, 2019",128,"Action, Comedy, Thriller",English,MOVIE,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",r,tt8106534,6.1,172083.0,6.327,68.45
tm548602,Between Two Ferns: The Movie,"September 20, 2019",82,Comedy,English,MOVIE,"Galifianakis dreamed of becoming a star. But when Will Ferrell discovered his public access TV show, 'Between Two Ferns' and uploaded it to Funny or Die, Zach became a viral laughing stock. Now Zach and his crew are taking a road trip to complete a series of high-profile celebrity interviews and restore his reputation.",UNKNOWN,tt9398640,6.1,32036.0,6.0,12.486
tm283322,Burning Sands,"March 10, 2017",102,Drama,English,MOVIE,"Deep into Hell Week, a favored pledgee is torn between honoring his code of silence or standing up against the intensifying violence of underground hazing.",UNKNOWN,tt5826432,6.1,2854.0,5.8,9.374
tm306811,Casting JonBenet,"April 28, 2017",80,"Documentary, Crime",English,MOVIE,"Twenty years after the modern world's most notorious child murder, the legacy of the crime and its impact are explored.",UNKNOWN,tt6333052,6.1,5426.0,5.8,12.107
tm279585,Deidra & Laney Rob a Train,"March 17, 2017",94,"Drama, Comedy, Crime",English,MOVIE,"After their mother ends up in jail, two sisters turn to train robbery in order to support their family.",UNKNOWN,tt4144332,6.1,1913.0,5.7,6.666
tm936396,Holidate,"October 28, 2020",104,"Comedy, Romance",English,MOVIE,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",UNKNOWN,tt9866072,6.1,63070.0,7.1,13.344
tm838687,Holiday in the Wild,"November 1, 2019",85,"Romance, Comedy",English,MOVIE,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance.",UNKNOWN,tt8510488,6.1,15216.0,6.5,12.279
tm193125,Hot Girls Wanted,"May 29, 2015",84,Documentary,English,MOVIE,A first-ever look at the realities of the professional “amateur” porn world and the steady stream of 18-to-19-year old girls entering into it.,UNKNOWN,tt4382552,6.1,17557.0,5.914,37.12
tm420334,Like Father,"August 3, 2018",103,"Comedy, Drama",English,MOVIE,"When a workaholic young executive, is left at the altar, she ends up on her Caribbean honeymoon cruise with the last person she ever expected: her estranged and equally workaholic father. The two depart as strangers, but over the course of a few hilarious adventures, a couple of umbrella-clad cocktails and a whole lot of soul-searching, they return with a renewed appreciation for family and life.",r,tt7170950,6.1,21378.0,6.3,8.815
tm471967,Lost Girls,"March 13, 2020",95,"Drama, Mystery, Thriller, History",English,MOVIE,"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.",r,tt3111426,6.1,21588.0,6.1,12.547
tm571805,Otherhood,"August 2, 2019",100,Comedy,English,MOVIE,"A grounded, soulful, celebratory comedy about three mothers and their adult sons. The film explores the stage after motherhood, Otherhood, when you have to redefine your relationship with your children, friends, spouse, and most importantly, yourself.",r,tt4180560,6.1,11275.0,6.2,9.31
tm233317,Pee-wee's Big Holiday,"March 18, 2016",89,"Adventure, Comedy, Family",English,MOVIE,A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday.,pg,tt0837156,6.1,8064.0,6.2,10.884
tm144835,Sergio,"April 17, 2020",118,Drama,English,MOVIE,"Charismatic, charming and complex, Sérgio Vieira de Mello was the world's go-to guy, a man who could descend into the most dangerous places, charm the worst war criminals, and somehow protect the lives of the ordinary people to whom he'd devoted his life. The documentary tells the story of his most treacherous mission ever... a mission in which his own life hangs in the balance.",UNKNOWN,tt1333656,6.1,887.0,8.1,2.51
tm497383,Sergio,"April 17, 2020",118,Drama,English,MOVIE,"A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Sergio Vieira de Mello hangs in the balance during the most treacherous mission of his career.",r,tt6468740,6.1,9698.0,6.7,11.893
tm982470,Stuck Apart,"January 8, 2021",96,"Comedy, Drama",Turkish,MOVIE,"Entrenched in a midlife crisis, Aziz seeks solace from his mundane job, lonesome friends and rowdy family while pretending to have his act together.",r,tt11213372,6.1,10515.0,6.2,7.403
tm327053,The Killer,"November 10, 2017",99,"Action, Crime, Thriller",Portuguese,MOVIE,"In lawless badlands, reclusive Cabeleira sets out to discover the fate of his gunman father and grows to be a feared assassin himself.",UNKNOWN,tt5379294,6.1,2664.0,6.2,17.109
tm459789,The Lovebirds,"May 22, 2020",87,"Comedy, Action, Romance",English,MOVIE,"A couple experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery. As their journey to clear their names takes them from one extreme – and hilarious - circumstance to the next, they must figure out how they, and their relationship, can survive the night.",r,tt8851668,6.1,25697.0,5.8,9.076
tm311789,The Most Hated Woman in America,"March 24, 2017",92,"Crime, Drama",English,MOVIE,"The true story of Madalyn Murray O'Hair -- iconoclast, opportunist, and outspoken atheist -- from her controversial rise to her untimely demise.",UNKNOWN,tt4842646,6.1,6618.0,6.1,11.32
tm435916,The Perfection,"May 24, 2019",90,"Horror, Thriller, Drama",English,MOVIE,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",UNKNOWN,tt7772580,6.1,42403.0,6.5,12.684
tm864480,Unknown Origins,"August 28, 2020",96,"Drama, Thriller",Spanish,MOVIE,"Madrid, 2019. A serial killer is spreading chaos. Anonymous people with no apparent connection are being murdered while imitating the first appearances of the most famous superheroes.",UNKNOWN,tt5827790,6.1,6769.0,6.1,8.534
tm916997,Work It,"August 7, 2020",93,"Comedy, Music",English,MOVIE,A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,pg-13,tt10276470,6.1,13242.0,7.7,14.953
tm1017664,Baggio: The Divine Ponytail,"May 26, 2021",92,Drama,Italian,MOVIE,"Biographical film about Italian footballer Roberto Baggio, a man who inspired entire generations to play football. A unique footballer, capable of thrilling fans all over the world.",UNKNOWN,tt14025788,6.2,4427.0,6.5,11.747
tm948681,Below Zero,"January 29, 2021",106,"Action, Crime, Thriller",Spanish,MOVIE,"On a lonely road, a prison transport is brutally assaulted. Martin, the policeman who was driving, survives and fortifies his position while the con men search for a way to finish him.",UNKNOWN,tt9845564,6.2,19201.0,6.4,49.755
tm946795,Citation,"November 6, 2020",151,"Drama, Thriller",English,MOVIE,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.,UNKNOWN,tt11481312,6.2,970.0,7.4,4.944
tm822271,Crazy Awesome Teachers,"August 17, 2020",101,"Comedy, Drama",Indonesian,MOVIE,"When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching.",UNKNOWN,tt10643918,6.2,452.0,5.3,4.187
tm1029314,Have You Ever Seen Fireflies?,"April 9, 2021",114,"Drama, Comedy",Turkish,MOVIE,"Rebellious, irreverent wunderkind Gülseren navigates loneliness, love and loss against the current of political turmoil and social change.",UNKNOWN,tt13317694,6.2,5024.0,6.9,4.109
tm428558,High Flying Bird,"February 8, 2019",90,Drama,English,MOVIE,"During an NBA lockout, a sports agent, Ray Burke, presents his rookie client, Erick Scott, with an intriguing and controversial business opportunity.",UNKNOWN,tt8128188,6.2,8616.0,5.7,7.304
tm448792,In the Shadow of the Moon,"September 27, 2019",115,"Science Fiction, Thriller",English,MOVIE,"In 1988, Philadelphia police officer Thomas ""Locke"" Lockhart, hungry to become a detective, begins tracking a serial killer whose crimes defy scientific explanation. When the killer mysteriously resurfaces nine years later, Locke's obsession with finding the truth threatens to destroy his career, his family, and possibly his sanity.",r,tt8110640,6.2,52206.0,6.2,23.952
tm893799,Lost Bullet,"June 19, 2020",92,"Action, Crime, Thriller",French,MOVIE,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.",UNKNOWN,tt10456740,6.2,9479.0,6.7,12.144
tm514494,Offering to the Storm,"July 24, 2020",139,"Crime, Thriller",Spanish,MOVIE,Inspector Amaia Salazar confronts the origins of her nightmares as she unfolds the darkest secrets of the Baztan valley.,UNKNOWN,tt7304824,6.2,6391.0,6.5,18.674
tm441232,Someone Great,"April 19, 2019",92,"Comedy, Romance",English,MOVIE,"An aspiring music journalist lands her dream job and is about to move to San Francisco when her boyfriend of nine years decides to call it quits. To nurse her broken heart, she and her two best friends spend one outrageous last adventure in New York City.",r,tt8075260,6.2,22277.0,6.4,14.238
tm498803,Spenser Confidential,"March 6, 2020",111,"Comedy, Action, Thriller",English,MOVIE,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals.",r,tt8629748,6.2,86593.0,6.545,21.502
tm425732,The Land of Steady Habits,"September 14, 2018",98,"Drama, Comedy",English,MOVIE,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.",UNKNOWN,tt6485928,6.2,7717.0,5.4,8.104
tm376801,The Rachel Divide,"April 27, 2018",104,Documentary,English,MOVIE,Rachel Dolezal became infamous when she was unmasked as a white woman passing for black so thoroughly that she had become the head of her local N.A.A.C.P. chapter. This portrait cuts through the very public controversy to reveal Dolezal’s motivations.,UNKNOWN,tt8106570,6.2,2558.0,6.2,3.726
tm245937,Win It All,"April 7, 2017",88,Comedy,English,MOVIE,A gambling addict faces a conflict when entrusted with keeping a bunch of money that isn't his.,UNKNOWN,tt3155328,6.2,9309.0,5.7,5.181
tm317542,1922,"October 20, 2017",102,"Horror, Crime, Drama",English,MOVIE,"A simple yet proud rancher conspires to murder his wife for financial gain, convincing his teenage son to participate.",UNKNOWN,tt6214928,6.3,62508.0,5.9,17.275
